hotel_name,rating,review_count,location,hotel_url,city,hotel_type,price_booking,price_agoda,price_trip,price_final,country,city_key
Ayodya Resort,4.5,7798.0,"Jl. Pantai Mengiat No.4 Nusa Dua Beach, Nusa Dua, Benoa 80363 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608487-d307581-Reviews-Legian_Beach_Hotel-Legian_Kuta_District_Bali.html,Bali,Romantic Hotels in,,132.0,,132.0,Indonesia,Bali
Legian Beach,4.3,4068.0,"Jalan Melasti, Legian 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297700-d7248999-Reviews-Maya_Sanur_Resort_Spa-Sanur_Denpasar_Bali.html,Bali,Romantic Hotels in,,344.0,,344.0,Indonesia,Bali
Merusaka Nusa,4.3,2530.0,"Kawasan Wisata Nusa Dua Lot S-3, Nusa Dua, Benoa 80363 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d308410-Reviews-Merusaka_Nusa_Dua-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Romantic Hotels in,118.0,149.0,,133.5,Indonesia,Bali
Segara Village,4.3,2006.0,"Jl. Segara Ayu, Sanur, Denpasar 80228 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297700-d658058-Reviews-Segara_Village_Hotel-Sanur_Denpasar_Bali.html,Bali,Romantic Hotels in,86.0,86.0,86.0,86.0,Indonesia,Bali
Paradisus By Meliá,4.5,10939.0,"Kawasan Pariwisata ITDC Lot N1, Nusa Dua, Benoa 80363 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d302653-Reviews-Paradisus_By_Melia_Bali-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Romantic Hotels in,196.0,,196.0,196.0,Indonesia,Bali
Amnaya Resort,4.9,3663.0,"Gg. Puspa Ayu No. 99 Jalan Kartika Plaza, Kuta 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Bali,Romantic Hotels in,83.0,88.0,88.0,88.0,Indonesia,Bali
Discovery Kartika Plaza,4.5,3452.0,"Jl. Kartika Plaza, Kuta 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297697-d307616-Reviews-Discovery_Kartika_Plaza_Hotel-Kuta_Kuta_District_Bali.html,Bali,Romantic Hotels in,81.0,82.0,82.0,82.0,Indonesia,Bali
Griya,4.4,2195.0,"Jl. Danau Tamblingan 47, Sanur, Denpasar 80228 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297700-d325334-Reviews-Griya_Santrian-Sanur_Denpasar_Bali.html,Bali,Romantic Hotels in,115.0,115.0,109.0,115.0,Indonesia,Bali
The Udaya Resorts &,4.9,3034.0,"Jl. Sriwedari No. 48B, Ubud 80571 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297701-d12083148-Reviews-The_Udaya_Resorts_Spa-Ubud_Gianyar_Regency_Bali.html,Bali,Romantic Hotels in,128.0,128.0,128.0,128.0,Indonesia,Bali
Maya Sanur Resort &,4.7,1723.0,"Jl. Danau Tamblingan No. 89M, Sanur, Denpasar 80228 Indonesia",https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html,Bali,Romantic Hotels in,,404.0,,404.0,Indonesia,Bali
The Bandha Hotel &,4.7,2155.0,"Jalan Padma Utara, Legian 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608487-d9978040-Reviews-The_Bandha_Hotel_Suites-Legian_Kuta_District_Bali.html,Bali,Romantic Hotels in,83.0,87.0,87.0,87.0,Indonesia,Bali
Prama Sanur Beach,4.1,3667.0,"Jl Cemara Sanur Jalan Cemara Sanur, Sanur, Denpasar Selatan, Kota Denpasar, Sanur Kauh, Denpasar 80221 Indonesia",https://www.tripadvisor.com/Hotel_Review-g19515105-d545823-Reviews-Prama_Sanur_Beach_Bali-Sanur_Kauh_Denpasar_Bali.html,Bali,Romantic Hotels in,68.0,69.0,69.0,69.0,Indonesia,Bali
ARTOTEL,4.6,3350.0,"Jl. Kesumasari no. 1, Sanur, Denpasar 80227 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297700-d10034774-Reviews-ARTOTEL_Sanur-Sanur_Denpasar_Bali.html,Bali,Romantic Hotels in,87.0,87.0,87.0,87.0,Indonesia,Bali
The Stones Hotel - Legian,4.5,3412.0,"Jl. Raya Pantai Kuta, Banjar Legian Kelod Banjar Legian Kelod, Legian 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608487-d3528272-Reviews-The_Stones_Hotel_Legian_Bali-Legian_Kuta_District_Bali.html,Bali,Romantic Hotels in,117.0,118.0,,117.5,Indonesia,Bali
Puri,4.3,3401.0,"Jl. Cemara 35, Sanur, Denpasar 80228 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297700-d307577-Reviews-Puri_Santrian-Sanur_Denpasar_Bali.html,Bali,Romantic Hotels in,137.0,137.0,118.0,137.0,Indonesia,Bali
Maya Ubud Resort &,4.7,3511.0,"Jl. Gunung Sari, Peliatan, Ubud 80571 Indonesia",https://www.tripadvisor.com/Hotel_Review-g3932211-d307574-Reviews-Maya_Ubud_Resort_Spa-Peliatan_Ubud_Gianyar_Regency_Bali.html,Bali,Romantic Hotels in,218.0,222.0,222.0,222.0,Indonesia,Bali
Nusa Dua Beach Hotel &,4.5,9099.0,"Lot North 4, Jl. Nusa Dua, Nusa Dua, Benoa 80363 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d302385-Reviews-Nusa_Dua_Beach_Hotel_Spa-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Romantic Hotels in,132.0,132.0,132.0,132.0,Indonesia,Bali
Double-Six Luxury Hotel,4.7,3399.0,"No. 66, Double Six Beach, Seminyak 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608487-d7052800-Reviews-Astagina_Resort_Villas_And_Spa-Legian_Kuta_District_Bali.html,Bali,Romantic Hotels in,206.0,253.0,,229.5,Indonesia,Bali
Ubud Village,4.8,2457.0,"Jalan Monkey Forest, Ubud 80571 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297701-d552948-Reviews-Ubud_Village_Hotel-Ubud_Gianyar_Regency_Bali.html,Bali,Romantic Hotels in,80.0,80.0,80.0,80.0,Indonesia,Bali
Padma Resort,4.8,10633.0,"Jl. Padma No. 1, Legian 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Bali,Romantic Hotels in,173.0,187.0,187.0,187.0,Indonesia,Bali
Dwaraka The Royal,4.8,921.0,"Jl. Sri Wedari No.11B, Ubud 80571 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297701-d8523261-Reviews-Dwaraka_The_Royal_Villas-Ubud_Gianyar_Regency_Bali.html,Bali,Romantic Hotels in,135.0,135.0,135.0,135.0,Indonesia,Bali
Blu-Zea Resort by,4.6,2772.0,"Jl. Camplung Tanduk No. 66, Seminyak 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g469404-d614962-Reviews-Blu_Zea_Resort_by_Double_Six-Seminyak_Kuta_District_Bali.html,Bali,Romantic Hotels in,63.0,67.0,70.0,67.0,Indonesia,Bali
Mulia,4.7,5457.0,"Jalan Raya Nusa Dua Selatan Kawasan Sawangan, Nusa Dua, Benoa 80362 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d3633245-Reviews-Mulia_Resort-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Romantic Hotels in,269.0,288.0,288.0,288.0,Indonesia,Bali
Ramayana Suites &,4.5,3943.0,"Jl. Bakung Sari, Kuta 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297697-d304646-Reviews-Ramayana_Suites_Resort-Kuta_Kuta_District_Bali.html,Bali,Romantic Hotels in,66.0,66.0,62.0,66.0,Indonesia,Bali
The Seminyak Beach Resort &,4.8,6322.0,"Jl. Kayu Aya, Seminyak 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,Bali,Romantic Hotels in,,233.0,214.0,223.5,Indonesia,Bali
Lloyd's Inn,4.5,743.0,"Jl. Arjuna (Double Six), Seminyak 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g469404-d15197348-Reviews-Lloyd_s_Inn_Bali-Seminyak_Kuta_District_Bali.html,Bali,Romantic Hotels in,38.0,38.0,38.0,38.0,Indonesia,Bali
Sumitra Luxury Villas & Resort By,4.9,218.0,"Jl. Tirta Empul, Sanur, Denpasar 80228 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297700-d26803974-Reviews-Sumitra_Luxury_Villas_Resort_By_Pramana-Sanur_Denpasar_Bali.html,Bali,Romantic Hotels in,155.0,,175.0,165.0,Indonesia,Bali
The Patra Bali Resort &,4.1,1416.0,"Jl. Ir. H. Juanda, Kuta 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297697-d307566-Reviews-The_Patra_Bali_Resort_Villas-Kuta_Kuta_District_Bali.html,Bali,Romantic Hotels in,68.0,68.0,63.0,68.0,Indonesia,Bali
Hilton Bali,4.5,5160.0,"Jl. Raya Nusa Dua Selatan, Nusa Dua, Benoa 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d301929-Reviews-Hilton_Bali_Resort-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Romantic Hotels in,140.0,,141.0,140.5,Indonesia,Bali
The Anvaya Beach Resort,4.8,3375.0,"Jl. Kartika Plaza, Kuta 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297697-d10530943-Reviews-The_Anvaya_Beach_Resort_Bali-Kuta_Kuta_District_Bali.html,Bali,Luxury Hotels,124.0,124.0,122.0,124.0,Indonesia,Bali
Conrad,4.5,6071.0,"Jl. Pratama 168, Nusa Dua, Benoa 80363 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d320013-Reviews-Conrad_Bali-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Luxury Hotels,169.0,,169.0,169.0,Indonesia,Bali
Astagina Resort Villas And,4.6,3049.0,"Jl. Werkudara no. 8, Legian 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297700-d14889591-Reviews-Hyatt_Regency_Bali-Sanur_Denpasar_Bali.html,Bali,Luxury Hotels,67.0,67.0,58.0,67.0,Indonesia,Bali
Hotel Indigo Bali Seminyak Beach By,4.8,1953.0,"Jl. Camplung Tanduk No. 10 Seminyak, Seminyak 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g469404-d9595791-Reviews-Hotel_Indigo_Bali_Seminyak_Beach_By_IHG-Seminyak_Kuta_District_Bali.html,Bali,Luxury Hotels,222.0,,222.0,222.0,Indonesia,Bali
The Kayon Jungle,5.0,2831.0,"Banjar, Bresela, Payangan 80572 Indonesia",https://www.tripadvisor.com/Hotel_Review-g17441565-d15046244-Reviews-The_Kayon_Jungle_Resort-Bresela_Payangan_Gianyar_Regency_Bali.html,Bali,Luxury Hotels,231.0,,256.0,243.5,Indonesia,Bali
Intercontinental Bali Resort By,4.6,5811.0,"Jl. Uluwatu 45 Jimbaran, Jimbaran 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297696-d299128-Reviews-Intercontinental_Bali_Resort_By_IHG-Jimbaran_South_Kuta_Bali.html,Bali,Luxury Hotels,169.0,,169.0,169.0,Indonesia,Bali
Grand Hyatt,4.3,7474.0,"Kawasan Wisata Nusa Dua ITDC, Nusa Dua, Benoa 80363 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d307570-Reviews-Grand_Hyatt_Bali-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Luxury Hotels,160.0,,160.0,160.0,Indonesia,Bali
The,4.9,4550.0,"Jl. Raya Nusa Dua Selatan, Nusa Dua, Benoa 80362 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d3554169-Reviews-The_Mulia-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Luxury Hotels,475.0,466.0,475.0,475.0,Indonesia,Bali
"The Westin Resort Nusa Dua,",4.6,5948.0,"Kawasan Pariwisata Nusa Dua, Itdc Lot N-3 Lot N-3, Nusa Dua, Benoa 80363 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d304528-Reviews-The_Westin_Resort_Nusa_Dua_Bali-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Luxury Hotels,190.0,196.0,196.0,196.0,Indonesia,Bali
Padma Resort,4.9,6638.0,"Banjar Carik, Puhu, Payangan 80572 Indonesia",https://www.tripadvisor.com/Hotel_Review-g15213439-d7907965-Reviews-Padma_Resort_Ubud-Puhu_Payangan_Gianyar_Regency_Bali.html,Bali,Luxury Hotels,201.0,201.0,192.0,201.0,Indonesia,Bali
Batu Karang Lembongan Resort &,4.6,898.0,Jungutbatu 80771 Indonesia,https://www.tripadvisor.com/Hotel_Review-g21415258-d657670-Reviews-Batu_Karang_Lembongan_Resort_Spa-Jungutbatu_Nusa_Lembongan_Bali.html,Bali,Luxury Hotels,,222.0,224.0,223.0,Indonesia,Bali
Hyatt Regency,4.6,3104.0,"Jalan Danau Tamblingan No. 89, Sanur, Denpasar 80228 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297701-d1168205-Reviews-Komaneka_at_Bisma-Ubud_Gianyar_Regency_Bali.html,Bali,Luxury Hotels,141.0,142.0,142.0,142.0,Indonesia,Bali
Wapa di Ume,5.0,1419.0,"Jl. Raya Tebola Banjar Dinas Tebola, Telaga Tawang, Sidemen, Karangasem 80864 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608495-d13799984-Reviews-Wapa_di_Ume_Sidemen-Sidemen_Karangasem_Bali.html,Bali,Luxury Hotels,140.0,140.0,119.0,140.0,Indonesia,Bali
Rimba By Ayana,4.7,3617.0,"Jl. Karang Mas Karang Mas Estate, Jimbaran 80364 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297696-d5039579-Reviews-Rimba_By_Ayana_Bali-Jimbaran_South_Kuta_Bali.html,Bali,Luxury Hotels,344.0,350.0,350.0,350.0,Indonesia,Bali
The Apurva Kempinski,4.7,2788.0,"Jl. Raya Nusa Dua Selatan lot 4, Nusa Dua, Benoa 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d15243516-Reviews-The_Apurva_Kempinski_Bali-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Luxury Hotels,312.0,354.0,357.0,354.0,Indonesia,Bali
Anantara Uluwatu Bali,4.4,2131.0,"Jl. Pemutih, Pecatu 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g1380108-d2151983-Reviews-Anantara_Uluwatu_Bali_Resort-Pecatu_Bukit_Peninsula_Bali.html,Bali,Luxury Hotels,338.0,376.0,362.0,362.0,Indonesia,Bali
Visesa Ubud,4.8,3613.0,"Jalan Suweta Bentuyung Sakti, Ubud 80571 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297701-d10308976-Reviews-Visesa_Ubud_Resort-Ubud_Gianyar_Regency_Bali.html,Bali,Luxury Hotels,108.0,108.0,108.0,108.0,Indonesia,Bali
The Ayodya,4.9,564.0,"Jalan Pantai Mengiat, Nusa Dua, Benoa 80363 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297698-d17631561-Reviews-The_Ayodya_Palace-Nusa_Dua_Benoa_South_Kuta_Bali.html,Bali,Luxury Hotels,,,,182.5,Indonesia,Bali
Munduk Moding Plantation Nature,4.9,3055.0,"Jalan Raya Asah, Munduk, Banjar 81152 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608490-d1532277-Reviews-Munduk_Moding_Plantation_Nature_Resort-Munduk_Banjar_Buleleng_Regency_Bali.html,Bali,Luxury Hotels,140.0,,121.0,130.5,Indonesia,Bali
Bali Dynasty Resort,4.3,4122.0,"Jl. Kartika Plaza, Kuta 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297697-d307575-Reviews-Bali_Dynasty_Resort_Hotel-Kuta_Kuta_District_Bali.html,Bali,Beach Hotels,154.0,132.0,,143.0,Indonesia,Bali
Komaneka at,4.9,2630.0,"Jl. Bisma, Ubud 80571 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297697-d308408-Reviews-Truntum_Kuta-Kuta_Kuta_District_Bali.html,Bali,Beach Hotels,227.0,,232.0,229.5,Indonesia,Bali
Bali Garden Beach,4.1,2103.0,"Jalan Kartika Plaza, Kuta 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297697-d1197452-Reviews-Bali_Garden_Beach_Resort-Kuta_Kuta_District_Bali.html,Bali,Beach Hotels,74.0,74.0,74.0,74.0,Indonesia,Bali
Fourteen Roses Boutique,4.6,1302.0,"Jalan Raya Legian No. 153, Kuta 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297697-d1154133-Reviews-Fourteen_Roses_Boutique_Hotel-Kuta_Kuta_District_Bali.html,Bali,Beach Hotels,36.0,37.0,37.0,37.0,Indonesia,Bali
Anathera Resort,4.6,1650.0,"Jl. Kubu Anyar No. 31, Kuta 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297697-d7376517-Reviews-Anathera_Resort_Kuta-Kuta_Kuta_District_Bali.html,Bali,Business Hotels,41.0,41.0,35.0,41.0,Indonesia,Bali
Novotel Bali Ngurah Rai,4.5,2254.0,"Jalan Raya Ngurah Rai Tuban, Tuban, Kuta 80362 Indonesia",https://www.tripadvisor.com/Hotel_Review-g562690-d7646166-Reviews-Novotel_Bali_Ngurah_Rai_Airport-Tuban_Kuta_Kuta_District_Bali.html,Bali,Business Hotels,,,,57.0,Indonesia,Bali
Prime Plaza Suites Sanur -,4.5,2007.0,"Jalan By Pass Ngurah Rai 83, Sanur, Denpasar 80228 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297700-d501706-Reviews-Prime_Plaza_Suites_Sanur_Bali-Sanur_Denpasar_Bali.html,Bali,Business Hotels,56.0,81.0,,68.5,Indonesia,Bali
Sanur Resort,4.2,2754.0,"Jl. Danau Tamblingan No. 99A, Sanur, Denpasar 80228 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297700-d5292367-Reviews-Sanur_Resort_Watujimbar-Sanur_Denpasar_Bali.html,Bali,Business Hotels,,57.0,57.0,57.0,Indonesia,Bali
Yogi Beach,4.3,115.0,North Jungut Batu Beach Indonesia,https://www.tripadvisor.com/Hotel_Review-g1137831-d2721536-Reviews-Yogi_Beach_Bungalows-Nusa_Lembongan_Bali.html,Bali,Campgrounds,,22.0,,22.0,Indonesia,Bali
Bali Cliff,5.0,17.0,"Jl. Karangasem - Seraya, Seraya, Karangasem Indonesia",https://www.tripadvisor.com/Hotel_Review-g3389619-d25233046-Reviews-Bali_Cliff_Glamping-Seraya_Karangasem_Bali.html,Bali,Campgrounds,42.0,42.0,41.0,42.0,Indonesia,Bali
Kubu Padi Wooden,4.6,15.0,"Jalan Seririt-Gilimanuk, Pemuteran, Gerokgak 81155 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608493-d17789775-Reviews-Kubu_Padi_Wooden_House-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html,Bali,Campgrounds,27.0,,,27.0,Indonesia,Bali
Nadi Nature,5.0,17.0,"Behind Kantor Perbekel, Bangli 82191 Indonesia",https://www.tripadvisor.com/Hotel_Review-g15016243-d26025189-Reviews-Nadi_Nature_Resort-Bangli_Bangli_Bali.html,Bali,Campgrounds,,73.0,,73.0,Indonesia,Bali
Bobocabin,4.8,157.0,"Songan A, Bangli Regency, Kintamani 80652 Indonesia",https://www.tripadvisor.com/Hotel_Review-g303952-d24843102-Reviews-Bobocabin_Kintamani-Kintamani_Bangli_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Bobocabin,4.9,103.0,"Kedisan, Tegalalang 80561 Indonesia",https://www.tripadvisor.com/Hotel_Review-g17454075-d25213083-Reviews-Bobocabin_Ubud-Kedisan_Tegalalang_Gianyar_Regency_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Ubud Mas Glamping Luxury,4.9,68.0,"Jl. Arjuna, Banjar Abianseka, Mas, Ubud 80571 Indonesia",https://www.tripadvisor.com/Hotel_Review-g3185061-d28124058-Reviews-Ubud_Mas_Glamping_Luxury_Tent-Mas_Ubud_Gianyar_Regency_Bali.html,Bali,Campgrounds,144.0,,162.0,153.0,Indonesia,Bali
Bali Jungle,4.9,90.0,"Jl. Kebon Padangan Padangan, Pupuan 82163 Indonesia",https://www.tripadvisor.com/Hotel_Review-g311299-d16811620-Reviews-Bali_Jungle_Camping-Pupuan_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Alam Caldera,4.8,52.0,"Jl Windu Sara, Kintamani 80652 Indonesia",https://www.tripadvisor.com/Hotel_Review-g303952-d23380961-Reviews-Alam_Caldera_Glamping-Kintamani_Bangli_Bali.html,Bali,Campgrounds,36.0,,36.0,36.0,Indonesia,Bali
Desa,4.4,42.0,"Jl. Kayu Putih - Munduk Br. Dinas Tamblingan, Munduk, Banjar 81152 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608490-d17328341-Reviews-Desa_Eko-Munduk_Banjar_Buleleng_Regency_Bali.html,Bali,Campgrounds,64.0,,,64.0,Indonesia,Bali
Bali Mandala,4.6,121.0,"Pantai Bondalem, Bondalem, Tejakula 81173 Indonesia",https://www.tripadvisor.com/Hotel_Review-g1567365-d1911601-Reviews-Bali_Mandala_Resort-Bondalem_Tejakula_Buleleng_Regency_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Kaura,5.0,11.0,"Banjar Pegubugan, Manggis 80871 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608489-d25560114-Reviews-Kaura_Bali-Manggis_Bali.html,Bali,Campgrounds,109.0,122.0,,115.5,Indonesia,Bali
Rapture Surfcamp Bali - Padang,4.7,647.0,"Padang Padang, Pecatu Indonesia",https://www.tripadvisor.com/Hotel_Review-g1380108-d1739692-Reviews-Rapture_Surfcamp_Bali_Padang_Padang-Pecatu_Bukit_Peninsula_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Autentik Penida,4.9,15.0,"Jl. Crystal Bay, Sakti 80771 Indonesia",https://www.tripadvisor.com/Hotel_Review-g12696636-d21350843-Reviews-Autentik_Penida_Glamping-Sakti_Nusa_Penida_Bali.html,Bali,Campgrounds,67.0,75.0,,71.0,Indonesia,Bali
Sang,4.0,124.0,"Jatiluwih Kangin - Pura Luhur, Jatiluwih 82152 Indonesia",https://www.tripadvisor.com/Hotel_Review-g13219442-d6561818-Reviews-Sang_Giri-Jatiluwih_Bali.html,Bali,Campgrounds,39.0,,39.0,39.0,Indonesia,Bali
The Hideout,4.7,93.0,"Munduk Tengah no. 5 Pantai Pererenan, Canggu, Pererenan, Canggu 80351 Indonesia",https://www.tripadvisor.com/Hotel_Review-g5323528-d11426658-Reviews-The_Hideout_Hostel-Pererenan_Canggu_North_Kuta_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Jungle Bubble,5.0,10.0,"Jl. Subak Puhu, Payangan 80572 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608492-d17423662-Reviews-Jungle_Bubble_Lodge-Payangan_Gianyar_Regency_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Bubble Hotel Bali,4.5,11.0,"Jl. Raya Uma, Tampaksiring 80552 Indonesia",https://www.tripadvisor.com/Hotel_Review-g1025505-d13396694-Reviews-Bubble_Hotel_Bali_Ubud-Tampaksiring_Gianyar_Regency_Bali.html,Bali,Campgrounds,66.0,,129.0,97.5,Indonesia,Bali
Klub,4.0,40.0,"Jl. Rsi Markandya 3, Ubud 80571 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297701-d1064720-Reviews-Klub_Kokos-Ubud_Gianyar_Regency_Bali.html,Bali,Campgrounds,52.0,,,52.0,Indonesia,Bali
Bali Jungle,4.2,23.0,"Jl. Raya Pujung Kaja Bali Mula Unik, Desa Sebatu, Tegalalang Indonesia",https://www.tripadvisor.com/Hotel_Review-g608497-d12383462-Reviews-Bali_Jungle_Huts-Tegalalang_Gianyar_Regency_Bali.html,Bali,Campgrounds,10.0,11.0,11.0,11.0,Indonesia,Bali
Bali,4.8,13.0,"Jl. Alas Waya, Penebel 82152 Indonesia",https://www.tripadvisor.com/Hotel_Review-g3365818-d10840064-Reviews-Bali_Camping-Penebel_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Keramas Surf,4.4,20.0,"Jalan Prof Ida Bagus Mantra, Jl Pantai Keramas-Blahbatuh, Keramas, Blahbatuh 80581 Indonesia",https://www.tripadvisor.com/Hotel_Review-g3591831-d8865393-Reviews-Keramas_Surf_Camp-Keramas_Blahbatuh_Gianyar_Regency_Bali.html,Bali,Campgrounds,27.0,27.0,,27.0,Indonesia,Bali
Permana,3.7,63.0,"Jalan Bisma street, Ubud 80572 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297701-d2244593-Reviews-Permana_Cottages-Ubud_Gianyar_Regency_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Arjana Bungalows,3.7,55.0,"Jl. Kajeng No. 39, Ubud 80571 Indonesia",https://www.tripadvisor.com/Hotel_Review-g297701-d1462980-Reviews-Arjana_Bungalows_2-Ubud_Gianyar_Regency_Bali.html,Bali,Campgrounds,,17.0,,17.0,Indonesia,Bali
Nysa Forest,5.0,3.0,"Nysa Forest Sanctuary Br. Jatiluwih Kangin, Jatiluwih, Kec. Penebel, Kabupaten Tabanan, Bali 82152, Indonesien, Jatiluwih 82152 Indonesia",https://www.tripadvisor.com/Hotel_Review-g13219442-d33279514-Reviews-Nysa_Forest_Sanctuary-Jatiluwih_Bali.html,Bali,Campgrounds,46.0,50.0,,48.0,Indonesia,Bali
Sang Giri Mountain Rainforest Glamping,4.6,5.0,"Jatiluwih Kangin, Penebel 82152 Indonesia",https://www.tripadvisor.com/Hotel_Review-g3365818-d23093358-Reviews-Sang_Giri_Mountain_Rainforest_Glamping_Camp-Penebel_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Natya River,4.4,5.0,"Jl. Pura Dalam Banjar Dinas Jl. Wangsean - Klungah, Wismakerta, Kabupaten Karangasem, Bali, Sidemen, Karangasem 80864 Indonesia",https://www.tripadvisor.com/Hotel_Review-g608495-d23843841-Reviews-Natya_River_Sidemen-Sidemen_Karangasem_Bali.html,Bali,Campgrounds,43.0,43.0,39.0,43.0,Indonesia,Bali
Easy Surf,3.6,52.0,"Villa Elang Jl. Batu Mejan, Gang Dharma 3 Echo Beach, Canggu 80361 Indonesia",https://www.tripadvisor.com/Hotel_Review-g311298-d7729215-Reviews-Easy_Surf_Dacha-Canggu_North_Kuta_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Damarwidi Glamping by,5.0,4.0,"Jl. Pedawa - Gobleg, Gobleg, Banjar 81161 Indonesia",https://www.tripadvisor.com/Hotel_Review-g3404940-d17463546-Reviews-Damarwidi_Glamping_by_Madhava-Gobleg_Banjar_Buleleng_Regency_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
Baliwoso Ecotourism,4.4,11.0,"Dusun Delod Umah, Jl. Pengotan Pengotan, Banjar 80614 Indonesia",https://www.tripadvisor.com/Hotel_Review-g1582427-d3931438-Reviews-Baliwoso_Ecotourism_Camp-Banjar_Buleleng_Regency_Bali.html,Bali,Campgrounds,,,,43.0,Indonesia,Bali
